name	type	tags
Either quadratic or interaction term is significant in isolation, but neither are together	question	statistical-significance,multiple-regression,modeling
Difference between panel data &amp; mixed model	question	mixed-model,references,panel-data
Why applying model selection using AIC gives me non-significant p-values for the variables	question	model-selection,p-value,aic
Applicability of chi-square test if many cells have frequencies less than 5	question	chi-squared,nonparametric,contingency-tables,association-measure
Open source Java library for statistics at the level offered by a graduate statistics course	question	r,sas,java
Errors-in-variables regression: is it valid to pool data from three sites?	question	regression,errors-in-variables,deming-regression,pooling
Cross validation and parameter optimization	question	cross-validation,optimization,parameterization
Which is largest, of a bunch of normally distributed random variables?	question	probability,normal-distribution
Intuition Behind Completeness	question	mathematical-statistics,intuition,complete-statistics
Mathematics behind classification and regression trees	question	regression,classification,data-mining,cart
Can I use Kolmogorov-Smirnov test and estimate distribution parameters?	question	estimation,fitting,kolmogorov-smirnov
What is the cost function in cv.glm in R&#39;s boot package?	question	r,cross-validation
Dealing with ties, weights and voting in kNN	question	k-nearest-neighbour,weights,ties
Random forest is overfitting	question	regression,random-forest,scikit-learn
Why use a certain measure of forecast error (e.g. MAD) as opposed to another (e.g. MSE)?	question	forecasting,error,mse,mae
Why do we stabilize variance?	question	variance,mathematical-statistics
Meaning of output terms in gbm package?	question	r,machine-learning
Specifying a covariance structure: pros and cons	question	generalized-linear-model,covariance
Questions on parametric and non-parametric bootstrap	question	bootstrap,frequentist
Is the logit function always the best for regression modeling of binary data?	question	logistic,references,link-function
Estimating parameters of a normal distribution: median instead of mean?	question	normal-distribution,estimation,outliers,robust,unbiased-estimator
How to estimate Poisson process using R? (Or: how to use NHPoisson package?)	question	r,poisson-distribution,poisson-process
Effective Sample Size for posterior inference from MCMC sampling	question	bayesian,sample-size,mcmc,posterior
How does ggplot compute confidence intervals for regressions?	question	r,regression,confidence-interval,ggplot2
Perform linear regression, but force solution to go through some particular data points	question	regression,machine-learning,least-squares,linear-model,polynomial
Estimating the covariance posterior distribution of a multivariate gaussian	question	distributions,bayesian,estimation,covariance,posterior
Comparison of ranked lists	question	ranking,group-differences
The sum of two independent gamma random variables	question	probability,pdf,gamma-distribution
What statistical methods are archaic and should be omitted from textbooks?	question	references,history
How to do regression with effect coding instead of dummy coding in R?	question	r,regression,categorical-data,categorical-encoding
Why is adjusted R-squared less than R-squared if adjusted R-squared predicts the model better?	question	regression,r-squared
How to find residuals and plot them	question	r,regression
Cox model vs logistic regression	question	logistic,survival,cox-model
Back transformation of an MLR model	question	regression,multivariate-analysis,data-transformation,back-transformation
What is an unbiased estimate of population R-square?	question	estimation,multiple-regression,r-squared,bias
Time Series Forecasting with Daily Data: ARIMA with regressor	question	r,time-series,forecasting,arima,multiple-seasonalities
When to Log/Exp your Variables when using Random Forest Models?	question	regression,machine-learning,predictive-models,python,random-forest
Brant test in R	question	r,regression,ordinal-data,ordered-logit
Multiple Linear Regression Simulation	question	r,multiple-regression,simulation
Interpolation of influenza data that conserves weekly mean	question	r,time-series,interpolation
Product of two independent random variables	question	probability,distributions,mathematical-statistics
Can Neyman-Pearson lemma apply to the case when simple null and alternative don&#39;t belong to the same family of distributions?	question	hypothesis-testing,mathematical-statistics
KNN imputation R packages	question	r,k-nearest-neighbour,data-imputation
Bayesian network inference using pymc (Beginner&#39;s confusion)	question	bayesian,inference,bayesian-network,pymc
Can bootstrap be used to replace non-parametric tests?	question	nonparametric,bootstrap
Do I need to drop variables that are correlated/collinear before running kmeans?	question	clustering,data-mining,k-means,multicollinearity,compositional-data
What exactly is building a statistical model?	question	modeling
Regularization and feature scaling in online learning?	question	machine-learning,normalization,regularization,online
Understanding Metropolis-Hastings with asymmetric proposal distribution	question	mcmc,metropolis-hastings
